SkuShort,Brand,Country,Year,Week,NumberWorkdays,PrevNumberWorkdays,NextNumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,PrevWeekSalesHl1,PrevWeekSalesHl2,PrevYearSalesHl1,PrevYearSalesHl2,TrueSalesHl,PredSalesHl_Classic,PredSalesHl_ML
03092,PRIMUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,608.0,580.5,841.0,777.0,699.5,588.5,748.0,692.28,786.0,885.0
03115,KLASIK,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,572.5,151.2,1301.0,810.5,768.5,1120.0,1502.0,1350.8,1454.0,1261.0
03515,GAMBRINUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,103.8,57.16,44.47,47.8,4.6,48.1,93.1,37.1,121.9,81.0
05015,RADEGAST,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,7950.0,3638.0,5380.0,7960.0,4074.0,8260.0,4224.0,6674.0,7144.0,10314.0
05071,RADEGAST,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,1014.0,2320.0,2016.0,3572.0,1890.0,2232.0,1378.0,2957.64,2066.0,2352.0
05073,RADEGAST,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,,,,,,941.76,985.0,101.0
05115,RADEGAST,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,12340.0,15750.0,13090.0,13330.0,12190.0,6680.0,5628.0,9391.4,9360.0,10249.0
05141,RADEGAST,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,135.5,94.75,120.7,188.0,185.9,119.48,188.0,123.0
05171,RADEGAST,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,300.2,403.0,884.0,1021.0,633.5,883.5,643.0,3259.68,3794.0,974.0
05172,RADEGAST,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,1.59,,,,,0.0,0.0,0.0
